START_DATE,START_TIME,START_TIME_ET,AGAINST,LOCATION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET
6/28/2015,1:15 PM,2:15 PM,Cubs,Busch Stadium,6/28/2015,6/28/2015,4:15 PM,5:15 PM
6/30/2015,7:10 PM,8:10 PM,White Sox,Busch Stadium,6/30/2015,6/30/2015,10:10 PM,11:10 PM
7/1/2015,7:15 PM,8:15 PM,White Sox,Busch Stadium,7/1/2015,7/1/2015,10:15 PM,11:15 PM
7/2/2015,6:15 PM,7:15 PM,Padres,Busch Stadium,7/2/2015,7/2/2015,9:15 PM,10:15 PM
7/3/2015,7:15 PM,8:15 PM,Padres,Busch Stadium,7/3/2015,7/3/2015,10:15 PM,11:15 PM
7/4/2015,1:15 PM,2:15 PM,Padres,Busch Stadium,7/4/2015,7/4/2015,4:15 PM,5:15 PM
7/5/2015,1:15 PM,2:15 PM,Padres,Busch Stadium,7/5/2015,7/5/2015,4:15 PM,5:15 PM
7/6/2015,7:05 PM,8:05 PM,Cubs,Wrigley Field,7/6/2015,7/6/2015,10:05 PM,11:05 PM
7/7/2015,7:05 PM,8:05 PM,Cubs,Wrigley Field,7/7/2015,7/7/2015,10:05 PM,11:05 PM
7/8/2015,7:05 PM,8:05 PM,Cubs,Wrigley Field,7/8/2015,7/8/2015,10:05 PM,11:05 PM
7/9/2015,6:05 PM,7:05 PM,Pirates,PNC Park,7/9/2015,7/9/2015,9:05 PM,10:05 PM
7/10/2015,6:05 PM,7:05 PM,Pirates,PNC Park,7/10/2015,7/10/2015,9:05 PM,10:05 PM
7/11/2015,3:05 PM,4:05 PM,Pirates,PNC Park,7/11/2015,7/11/2015,6:05 PM,7:05 PM
7/12/2015,12:35 PM,1:35 PM,Pirates,PNC Park,7/12/2015,7/12/2015,3:35 PM,4:35 PM
7/14/2015,3:33 AM,3:33 AM,AL All-Stars at NL All-Stars,Great American Ball Park,7/14/2015,7/14/2015,6:33 AM,6:33 AM
7/17/2015,7:15 PM,8:15 PM,Mets,Busch Stadium,7/17/2015,7/17/2015,10:15 PM,11:15 PM
7/18/2015,6:15 PM,7:15 PM,Mets,Busch Stadium,7/18/2015,7/18/2015,9:15 PM,10:15 PM
7/19/2015,1:15 PM,2:15 PM,Mets,Busch Stadium,7/19/2015,7/19/2015,4:15 PM,5:15 PM
7/21/2015,3:33 AM,3:33 AM,White Sox,U.S. Cellular Field,7/21/2015,7/21/2015,6:33 AM,6:33 AM
7/22/2015,3:33 AM,3:33 AM,White Sox,U.S. Cellular Field,7/22/2015,7/22/2015,6:33 AM,6:33 AM
7/24/2015,7:15 PM,8:15 PM,Braves,Busch Stadium,7/24/2015,7/24/2015,10:15 PM,11:15 PM
7/25/2015,6:15 PM,7:15 PM,Braves,Busch Stadium,7/25/2015,7/25/2015,9:15 PM,10:15 PM
7/26/2015,1:15 PM,2:15 PM,Braves,Busch Stadium,7/26/2015,7/26/2015,4:15 PM,5:15 PM
7/27/2015,7:15 PM,8:15 PM,Reds,Busch Stadium,7/27/2015,7/27/2015,10:15 PM,11:15 PM
7/28/2015,7:15 PM,8:15 PM,Reds,Busch Stadium,7/28/2015,7/28/2015,10:15 PM,11:15 PM
7/29/2015,7:15 PM,8:15 PM,Reds,Busch Stadium,7/29/2015,7/29/2015,10:15 PM,11:15 PM
7/30/2015,6:15 PM,7:15 PM,Rockies,Busch Stadium,7/30/2015,7/30/2015,9:15 PM,10:15 PM
7/31/2015,7:15 PM,8:15 PM,Rockies,Busch Stadium,7/31/2015,7/31/2015,10:15 PM,11:15 PM
8/1/2015,6:15 PM,7:15 PM,Rockies,Busch Stadium,8/1/2015,8/1/2015,9:15 PM,10:15 PM
8/2/2015,1:15 PM,2:15 PM,Rockies,Busch Stadium,8/2/2015,8/2/2015,4:15 PM,5:15 PM
8/4/2015,6:10 PM,7:10 PM,Reds,Great American Ball Park,8/4/2015,8/4/2015,9:10 PM,10:10 PM
8/5/2015,6:10 PM,7:10 PM,Reds,Great American Ball Park,8/5/2015,8/5/2015,9:10 PM,10:10 PM
8/6/2015,11:35 AM,12:35 PM,Reds,Great American Ball Park,8/6/2015,8/6/2015,2:35 PM,3:35 PM
8/7/2015,7:10 PM,8:10 PM,Brewers,Miller Park,8/7/2015,8/7/2015,10:10 PM,11:10 PM
8/8/2015,6:10 PM,7:10 PM,Brewers,Miller Park,8/8/2015,8/8/2015,9:10 PM,10:10 PM
8/9/2015,1:10 PM,2:10 PM,Brewers,Miller Park,8/9/2015,8/9/2015,4:10 PM,5:10 PM
8/11/2015,7:15 PM,8:15 PM,Pirates,Busch Stadium,8/11/2015,8/11/2015,10:15 PM,11:15 PM
8/12/2015,7:15 PM,8:15 PM,Pirates,Busch Stadium,8/12/2015,8/12/2015,10:15 PM,11:15 PM
8/13/2015,6:15 PM,7:15 PM,Pirates,Busch Stadium,8/13/2015,8/13/2015,9:15 PM,10:15 PM
8/14/2015,7:15 PM,8:15 PM,Marlins,Busch Stadium,8/14/2015,8/14/2015,10:15 PM,11:15 PM
8/15/2015,6:15 PM,7:15 PM,Marlins,Busch Stadium,8/15/2015,8/15/2015,9:15 PM,10:15 PM
8/16/2015,1:15 PM,2:15 PM,Marlins,Busch Stadium,8/16/2015,8/16/2015,4:15 PM,5:15 PM
8/17/2015,7:15 PM,8:15 PM,Giants,Busch Stadium,8/17/2015,8/17/2015,10:15 PM,11:15 PM
8/18/2015,7:15 PM,8:15 PM,Giants,Busch Stadium,8/18/2015,8/18/2015,10:15 PM,11:15 PM
8/19/2015,6:15 PM,7:15 PM,Giants,Busch Stadium,8/19/2015,8/19/2015,9:15 PM,10:15 PM
8/21/2015,3:33 AM,3:33 AM,Padres,Petco Park,8/21/2015,8/21/2015,6:33 AM,6:33 AM
8/22/2015,3:33 AM,3:33 AM,Padres,Petco Park,8/22/2015,8/22/2015,6:33 AM,6:33 AM
8/23/2015,3:33 AM,3:33 AM,Padres,Petco Park,8/23/2015,8/23/2015,6:33 AM,6:33 AM
8/24/2015,8:40 PM,9:40 PM,D-backs,Chase Field,8/24/2015,8/25/2015,11:40 PM,12:40 AM
8/25/2015,8:40 PM,9:40 PM,D-backs,Chase Field,8/25/2015,8/26/2015,11:40 PM,12:40 AM
8/26/2015,8:40 PM,9:40 PM,D-backs,Chase Field,8/26/2015,8/27/2015,11:40 PM,12:40 AM
8/27/2015,8:40 PM,9:40 PM,D-backs,Chase Field,8/27/2015,8/28/2015,11:40 PM,12:40 AM
8/28/2015,9:15 PM,10:15 PM,Giants,AT&T Park,8/29/2015,8/29/2015,12:15 AM,1:15 AM
8/29/2015,3:05 PM,4:05 PM,Giants,AT&T Park,8/29/2015,8/29/2015,6:05 PM,7:05 PM
8/30/2015,3:05 PM,4:05 PM,Giants,AT&T Park,8/30/2015,8/30/2015,6:05 PM,7:05 PM
8/31/2015,7:15 PM,8:15 PM,Nationals,Busch Stadium,8/31/2015,8/31/2015,10:15 PM,11:15 PM
9/1/2015,7:15 PM,8:15 PM,Nationals,Busch Stadium,9/1/2015,9/1/2015,10:15 PM,11:15 PM
9/2/2015,7:15 PM,8:15 PM,Nationals,Busch Stadium,9/2/2015,9/2/2015,10:15 PM,11:15 PM
9/4/2015,7:15 PM,8:15 PM,Pirates,Busch Stadium,9/4/2015,9/4/2015,10:15 PM,11:15 PM
9/5/2015,3:05 PM,4:05 PM,Pirates,Busch Stadium,9/5/2015,9/5/2015,6:05 PM,7:05 PM
9/6/2015,1:15 PM,2:15 PM,Pirates,Busch Stadium,9/6/2015,9/6/2015,4:15 PM,5:15 PM
9/7/2015,1:15 PM,2:15 PM,Cubs,Busch Stadium,9/7/2015,9/7/2015,4:15 PM,5:15 PM
9/8/2015,7:15 PM,8:15 PM,Cubs,Busch Stadium,9/8/2015,9/8/2015,10:15 PM,11:15 PM
9/9/2015,12:45 PM,1:45 PM,Cubs,Busch Stadium,9/9/2015,9/9/2015,3:45 PM,4:45 PM
9/10/2015,6:10 PM,7:10 PM,Reds,Great American Ball Park,9/10/2015,9/10/2015,9:10 PM,10:10 PM
9/11/2015,6:10 PM,7:10 PM,Reds,Great American Ball Park,9/11/2015,9/11/2015,9:10 PM,10:10 PM
9/12/2015,3:33 AM,3:33 AM,Reds,Great American Ball Park,9/12/2015,9/12/2015,6:33 AM,6:33 AM
9/13/2015,12:10 PM,1:10 PM,Reds,Great American Ball Park,9/13/2015,9/13/2015,3:10 PM,4:10 PM
9/15/2015,7:10 PM,8:10 PM,Brewers,Miller Park,9/15/2015,9/15/2015,10:10 PM,11:10 PM
9/16/2015,7:10 PM,8:10 PM,Brewers,Miller Park,9/16/2015,9/16/2015,10:10 PM,11:10 PM
9/17/2015,7:10 PM,8:10 PM,Brewers,Miller Park,9/17/2015,9/17/2015,10:10 PM,11:10 PM
9/18/2015,1:20 PM,2:20 PM,Cubs,Wrigley Field,9/18/2015,9/18/2015,4:20 PM,5:20 PM
9/19/2015,12:05 PM,1:05 PM,Cubs,Wrigley Field,9/19/2015,9/19/2015,3:05 PM,4:05 PM
9/20/2015,3:33 AM,3:33 AM,Cubs,Wrigley Field,9/20/2015,9/20/2015,6:33 AM,6:33 AM
9/21/2015,7:15 PM,8:15 PM,Reds,Busch Stadium,9/21/2015,9/21/2015,10:15 PM,11:15 PM
9/22/2015,7:15 PM,8:15 PM,Reds,Busch Stadium,9/22/2015,9/22/2015,10:15 PM,11:15 PM
9/23/2015,7:15 PM,8:15 PM,Reds,Busch Stadium,9/23/2015,9/23/2015,10:15 PM,11:15 PM
9/24/2015,6:15 PM,7:15 PM,Brewers,Busch Stadium,9/24/2015,9/24/2015,9:15 PM,10:15 PM
9/25/2015,7:15 PM,8:15 PM,Brewers,Busch Stadium,9/25/2015,9/25/2015,10:15 PM,11:15 PM
9/26/2015,6:15 PM,7:15 PM,Brewers,Busch Stadium,9/26/2015,9/26/2015,9:15 PM,10:15 PM
9/27/2015,1:15 PM,2:15 PM,Brewers,Busch Stadium,9/27/2015,9/27/2015,4:15 PM,5:15 PM
9/28/2015,6:05 PM,7:05 PM,Pirates,PNC Park,9/28/2015,9/28/2015,9:05 PM,10:05 PM
9/29/2015,6:05 PM,7:05 PM,Pirates,PNC Park,9/29/2015,9/29/2015,9:05 PM,10:05 PM
9/30/2015,6:05 PM,7:05 PM,Pirates,PNC Park,9/30/2015,9/30/2015,9:05 PM,10:05 PM
10/2/2015,6:35 PM,7:35 PM,Braves,Turner Field,10/2/2015,10/2/2015,9:35 PM,10:35 PM
10/3/2015,6:10 PM,7:10 PM,Braves,Turner Field,10/3/2015,10/3/2015,9:10 PM,10:10 PM
10/4/2015,12:35 PM,1:35 PM,Braves,Turner Field,10/4/2015,10/4/2015,3:35 PM,4:35 PM
