START_DATE,START_TIME,START_TIME_ET,AGAINST,LOCATION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET
8/7/2015,4:05 PM,7:05 PM,Pirates,PNC Park,8/7/2015,8/7/2015,7:05 PM,10:05 PM
8/8/2015,4:05 PM,7:05 PM,Pirates,PNC Park,8/8/2015,8/8/2015,7:05 PM,10:05 PM
8/9/2015,10:35 AM,1:35 PM,Pirates,PNC Park,8/9/2015,8/9/2015,1:35 PM,4:35 PM
8/10/2015,7:10 PM,10:10 PM,Nationals,Dodger Stadium,8/10/2015,8/11/2015,10:10 PM,1:10 AM
8/11/2015,7:10 PM,10:10 PM,Nationals,Dodger Stadium,8/11/2015,8/12/2015,10:10 PM,1:10 AM
8/12/2015,7:10 PM,10:10 PM,Nationals,Dodger Stadium,8/12/2015,8/13/2015,10:10 PM,1:10 AM
8/13/2015,7:10 PM,10:10 PM,Reds,Dodger Stadium,8/13/2015,8/14/2015,10:10 PM,1:10 AM
8/14/2015,7:10 PM,10:10 PM,Reds,Dodger Stadium,8/14/2015,8/15/2015,10:10 PM,1:10 AM
8/15/2015,6:10 PM,9:10 PM,Reds,Dodger Stadium,8/15/2015,8/16/2015,9:10 PM,12:10 AM
8/16/2015,1:10 PM,4:10 PM,Reds,Dodger Stadium,8/16/2015,8/16/2015,4:10 PM,7:10 PM
8/18/2015,7:05 PM,10:05 PM,Athletics,O.co Coliseum,8/18/2015,8/19/2015,10:05 PM,1:05 AM
8/19/2015,12:35 PM,3:35 PM,Athletics,O.co Coliseum,8/19/2015,8/19/2015,3:35 PM,6:35 PM
8/21/2015,3:33 AM,3:33 AM,Astros,Minute Maid Park,8/21/2015,8/21/2015,6:33 AM,6:33 AM
8/22/2015,3:33 AM,3:33 AM,Astros,Minute Maid Park,8/22/2015,8/22/2015,6:33 AM,6:33 AM
8/23/2015,3:33 AM,3:33 AM,Astros,Minute Maid Park,8/23/2015,8/23/2015,6:33 AM,6:33 AM
8/25/2015,4:10 PM,7:10 PM,Reds,Great American Ball Park,8/25/2015,8/25/2015,7:10 PM,10:10 PM
8/26/2015,4:10 PM,7:10 PM,Reds,Great American Ball Park,8/26/2015,8/26/2015,7:10 PM,10:10 PM
8/27/2015,9:35 AM,12:35 PM,Reds,Great American Ball Park,8/27/2015,8/27/2015,12:35 PM,3:35 PM
8/28/2015,7:10 PM,10:10 PM,Cubs,Dodger Stadium,8/28/2015,8/29/2015,10:10 PM,1:10 AM
8/29/2015,6:10 PM,9:10 PM,Cubs,Dodger Stadium,8/29/2015,8/30/2015,9:10 PM,12:10 AM
8/30/2015,3:33 AM,3:33 AM,Cubs,Dodger Stadium,8/30/2015,8/30/2015,6:33 AM,6:33 AM
8/31/2015,7:10 PM,10:10 PM,Giants,Dodger Stadium,8/31/2015,9/1/2015,10:10 PM,1:10 AM
9/1/2015,7:10 PM,10:10 PM,Giants,Dodger Stadium,9/1/2015,9/2/2015,10:10 PM,1:10 AM
9/2/2015,7:10 PM,10:10 PM,Giants,Dodger Stadium,9/2/2015,9/3/2015,10:10 PM,1:10 AM
9/3/2015,3:33 AM,3:33 AM,Padres,Petco Park,9/3/2015,9/3/2015,6:33 AM,6:33 AM
9/4/2015,3:33 AM,3:33 AM,Padres,Petco Park,9/4/2015,9/4/2015,6:33 AM,6:33 AM
9/5/2015,3:33 AM,3:33 AM,Padres,Petco Park,9/5/2015,9/5/2015,6:33 AM,6:33 AM
9/6/2015,3:33 AM,3:33 AM,Padres,Petco Park,9/6/2015,9/6/2015,6:33 AM,6:33 AM
9/7/2015,6:05 PM,9:05 PM,Angels,Angel Stadium of Anaheim,9/7/2015,9/8/2015,9:05 PM,12:05 AM
9/8/2015,7:05 PM,10:05 PM,Angels,Angel Stadium of Anaheim,9/8/2015,9/9/2015,10:05 PM,1:05 AM
9/9/2015,7:05 PM,10:05 PM,Angels,Angel Stadium of Anaheim,9/9/2015,9/10/2015,10:05 PM,1:05 AM
9/11/2015,6:40 PM,9:40 PM,D-backs,Chase Field,9/11/2015,9/12/2015,9:40 PM,12:40 AM
9/12/2015,5:10 PM,8:10 PM,D-backs,Chase Field,9/12/2015,9/12/2015,8:10 PM,11:10 PM
9/13/2015,1:10 PM,4:10 PM,D-backs,Chase Field,9/13/2015,9/13/2015,4:10 PM,7:10 PM
9/14/2015,7:10 PM,10:10 PM,Rockies,Dodger Stadium,9/14/2015,9/15/2015,10:10 PM,1:10 AM
9/15/2015,7:10 PM,10:10 PM,Rockies,Dodger Stadium,9/15/2015,9/16/2015,10:10 PM,1:10 AM
9/16/2015,7:10 PM,10:10 PM,Rockies,Dodger Stadium,9/16/2015,9/17/2015,10:10 PM,1:10 AM
9/18/2015,7:10 PM,10:10 PM,Pirates,Dodger Stadium,9/18/2015,9/19/2015,10:10 PM,1:10 AM
9/19/2015,6:10 PM,9:10 PM,Pirates,Dodger Stadium,9/19/2015,9/20/2015,9:10 PM,12:10 AM
9/20/2015,1:10 PM,4:10 PM,Pirates,Dodger Stadium,9/20/2015,9/20/2015,4:10 PM,7:10 PM
9/21/2015,7:10 PM,10:10 PM,D-backs,Dodger Stadium,9/21/2015,9/22/2015,10:10 PM,1:10 AM
9/22/2015,7:10 PM,10:10 PM,D-backs,Dodger Stadium,9/22/2015,9/23/2015,10:10 PM,1:10 AM
9/23/2015,7:10 PM,10:10 PM,D-backs,Dodger Stadium,9/23/2015,9/24/2015,10:10 PM,1:10 AM
9/24/2015,3:33 AM,3:33 AM,D-backs,Dodger Stadium,9/24/2015,9/24/2015,6:33 AM,6:33 AM
9/25/2015,5:10 PM,8:10 PM,Rockies,Coors Field,9/25/2015,9/25/2015,8:10 PM,11:10 PM
9/26/2015,5:10 PM,8:10 PM,Rockies,Coors Field,9/26/2015,9/26/2015,8:10 PM,11:10 PM
9/27/2015,1:10 PM,4:10 PM,Rockies,Coors Field,9/27/2015,9/27/2015,4:10 PM,7:10 PM
9/28/2015,7:15 PM,10:15 PM,Giants,AT&T Park,9/28/2015,9/29/2015,10:15 PM,1:15 AM
9/29/2015,7:15 PM,10:15 PM,Giants,AT&T Park,9/29/2015,9/30/2015,10:15 PM,1:15 AM
9/30/2015,7:15 PM,10:15 PM,Giants,AT&T Park,9/30/2015,10/1/2015,10:15 PM,1:15 AM
10/1/2015,12:45 PM,3:45 PM,Giants,AT&T Park,10/1/2015,10/1/2015,3:45 PM,6:45 PM
10/2/2015,7:10 PM,10:10 PM,Padres,Dodger Stadium,10/2/2015,10/3/2015,10:10 PM,1:10 AM
10/3/2015,3:33 AM,3:33 AM,Padres,Dodger Stadium,10/3/2015,10/3/2015,6:33 AM,6:33 AM
10/4/2015,1:10 PM,4:10 PM,Padres,Dodger Stadium,10/4/2015,10/4/2015,4:10 PM,7:10 PM
