START_DATE,START_TIME,START_TIME_ET,AGAINST,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
05/03/14,06:05 PM,06:05 PM,White Sox,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/03/14,05/03/14,09:05 PM,09:05 PM,FALSE,TRUE,05/03/14,05:05 PM,05:05 PM,FREE,BUSY
05/04/14,01:05 PM,01:05 PM,White Sox,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/04/14,05/04/14,04:05 PM,04:05 PM,FALSE,TRUE,05/04/14,12:05 PM,12:05 PM,FREE,BUSY
05/05/14,07:05 PM,07:05 PM,Twins,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/05/14,05/05/14,10:05 PM,10:05 PM,FALSE,TRUE,05/05/14,06:05 PM,06:05 PM,FREE,BUSY
05/06/14,07:05 PM,07:05 PM,Twins,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/06/14,05/06/14,10:05 PM,10:05 PM,FALSE,TRUE,05/06/14,06:05 PM,06:05 PM,FREE,BUSY
05/07/14,07:05 PM,07:05 PM,Twins,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/07/14,05/07/14,10:05 PM,10:05 PM,FALSE,TRUE,05/07/14,06:05 PM,06:05 PM,FREE,BUSY
05/08/14,12:05 PM,12:05 PM,Twins,Progressive Field,"Local TV: SportsTime Ohio -- MLBN ----- Local Radio: WTAM 1100",05/08/14,05/08/14,03:05 PM,03:05 PM,FALSE,TRUE,05/08/14,11:05 AM,11:05 AM,FREE,BUSY
05/09/14,07:10 PM,07:10 PM,Rays,Tropicana Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/09/14,05/09/14,10:10 PM,10:10 PM,FALSE,TRUE,05/09/14,06:10 PM,06:10 PM,FREE,BUSY
05/10/14,07:10 PM,07:10 PM,Rays,Tropicana Field,"Local TV: FS1 ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/10/14,05/10/14,10:10 PM,10:10 PM,FALSE,TRUE,05/10/14,06:10 PM,06:10 PM,FREE,BUSY
05/11/14,01:40 PM,01:40 PM,Rays,Tropicana Field,"Local TV: SportsTime Ohio -- MLBN ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/11/14,05/11/14,04:40 PM,04:40 PM,FALSE,TRUE,05/11/14,12:40 PM,12:40 PM,FREE,BUSY
05/13/14,07:07 PM,07:07 PM,Blue Jays,Rogers Centre,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/13/14,05/13/14,10:07 PM,10:07 PM,FALSE,TRUE,05/13/14,06:07 PM,06:07 PM,FREE,BUSY
05/14/14,07:07 PM,07:07 PM,Blue Jays,Rogers Centre,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/14/14,05/14/14,10:07 PM,10:07 PM,FALSE,TRUE,05/14/14,06:07 PM,06:07 PM,FREE,BUSY
05/15/14,07:07 PM,07:07 PM,Blue Jays,Rogers Centre,"Local TV: SportsTime Ohio -- MLBN ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/15/14,05/15/14,10:07 PM,10:07 PM,FALSE,TRUE,05/15/14,06:07 PM,06:07 PM,FREE,BUSY
05/16/14,07:05 PM,07:05 PM,Athletics,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/16/14,05/16/14,10:05 PM,10:05 PM,FALSE,TRUE,05/16/14,06:05 PM,06:05 PM,FREE,BUSY
05/17/14,07:05 PM,07:05 PM,Athletics,Progressive Field,"Local TV: SportsTime Ohio ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/17/14,05/17/14,10:05 PM,10:05 PM,FALSE,TRUE,05/17/14,06:05 PM,06:05 PM,FREE,BUSY
05/18/14,01:05 PM,01:05 PM,Athletics,Progressive Field,"Local TV: SportsTime Ohio -- MLBN ----- Local Radio: WMMS 100.7 -- WTAM 1100",05/18/14,05/18/14,04:05 PM,04:05 PM,FALSE,TRUE,05/18/14,12:05 PM,12:05 PM,FREE,BUSY
