START_DATE,START_TIME,START_TIME_ET,AGAINST,LOCATION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET
4/16/2015,7:05 PM,7:05 PM,Nationals,Nationals Park,4/16/2015,4/16/2015,10:05 PM,10:05 PM
4/17/2015,7:05 PM,7:05 PM,Nationals,Nationals Park,4/17/2015,4/17/2015,10:05 PM,10:05 PM
4/18/2015,1:05 PM,1:05 PM,Nationals,Nationals Park,4/18/2015,4/18/2015,4:05 PM,4:05 PM
4/19/2015,1:35 PM,1:35 PM,Nationals,Nationals Park,4/19/2015,4/19/2015,4:35 PM,4:35 PM
4/21/2015,7:05 PM,7:05 PM,Marlins,Citizens Bank Park,4/21/2015,4/21/2015,10:05 PM,10:05 PM
4/22/2015,7:05 PM,7:05 PM,Marlins,Citizens Bank Park,4/22/2015,4/22/2015,10:05 PM,10:05 PM
4/23/2015,1:05 PM,1:05 PM,Marlins,Citizens Bank Park,4/23/2015,4/23/2015,4:05 PM,4:05 PM
4/24/2015,7:05 PM,7:05 PM,Braves,Citizens Bank Park,4/24/2015,4/24/2015,10:05 PM,10:05 PM
4/25/2015,7:05 PM,7:05 PM,Braves,Citizens Bank Park,4/25/2015,4/25/2015,10:05 PM,10:05 PM
4/26/2015,1:35 PM,1:35 PM,Braves,Citizens Bank Park,4/26/2015,4/26/2015,4:35 PM,4:35 PM
4/27/2015,8:15 PM,8:15 PM,Cardinals,Busch Stadium,4/27/2015,4/27/2015,11:15 PM,11:15 PM
4/28/2015,8:15 PM,8:15 PM,Cardinals,Busch Stadium,4/28/2015,4/28/2015,11:15 PM,11:15 PM
4/29/2015,8:15 PM,8:15 PM,Cardinals,Busch Stadium,4/29/2015,4/29/2015,11:15 PM,11:15 PM
4/30/2015,1:45 PM,1:45 PM,Cardinals,Busch Stadium,4/30/2015,4/30/2015,4:45 PM,4:45 PM
5/1/2015,7:10 PM,7:10 PM,Marlins,Marlins Park,5/1/2015,5/1/2015,10:10 PM,10:10 PM
5/2/2015,4:10 PM,4:10 PM,Marlins,Marlins Park,5/2/2015,5/2/2015,7:10 PM,7:10 PM
5/3/2015,1:10 PM,1:10 PM,Marlins,Marlins Park,5/3/2015,5/3/2015,4:10 PM,4:10 PM
5/4/2015,7:10 PM,7:10 PM,Braves,Turner Field,5/4/2015,5/4/2015,10:10 PM,10:10 PM
5/5/2015,7:10 PM,7:10 PM,Braves,Turner Field,5/5/2015,5/5/2015,10:10 PM,10:10 PM
5/6/2015,7:10 PM,7:10 PM,Braves,Turner Field,5/6/2015,5/6/2015,10:10 PM,10:10 PM
5/8/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,5/8/2015,5/8/2015,10:05 PM,10:05 PM
5/9/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,5/9/2015,5/9/2015,10:05 PM,10:05 PM
5/10/2015,1:35 PM,1:35 PM,Mets,Citizens Bank Park,5/10/2015,5/10/2015,4:35 PM,4:35 PM
5/11/2015,7:05 PM,7:05 PM,Pirates,Citizens Bank Park,5/11/2015,5/11/2015,10:05 PM,10:05 PM
5/12/2015,7:05 PM,7:05 PM,Pirates,Citizens Bank Park,5/12/2015,5/12/2015,10:05 PM,10:05 PM
5/13/2015,7:05 PM,7:05 PM,Pirates,Citizens Bank Park,5/13/2015,5/13/2015,10:05 PM,10:05 PM
5/14/2015,1:05 PM,1:05 PM,Pirates,Citizens Bank Park,5/14/2015,5/14/2015,4:05 PM,4:05 PM
5/15/2015,7:05 PM,7:05 PM,D-backs,Citizens Bank Park,5/15/2015,5/15/2015,10:05 PM,10:05 PM
5/16/2015,7:05 PM,7:05 PM,D-backs,Citizens Bank Park,5/16/2015,5/16/2015,10:05 PM,10:05 PM
5/17/2015,1:35 PM,1:35 PM,D-backs,Citizens Bank Park,5/17/2015,5/17/2015,4:35 PM,4:35 PM
5/18/2015,8:40 PM,8:40 PM,Rockies,Coors Field,5/18/2015,5/18/2015,11:40 PM,11:40 PM
5/19/2015,8:40 PM,8:40 PM,Rockies,Coors Field,5/19/2015,5/19/2015,11:40 PM,11:40 PM
5/20/2015,8:40 PM,8:40 PM,Rockies,Coors Field,5/20/2015,5/20/2015,11:40 PM,11:40 PM
5/21/2015,3:10 PM,3:10 PM,Rockies,Coors Field,5/21/2015,5/21/2015,6:10 PM,6:10 PM
5/22/2015,7:05 PM,7:05 PM,Nationals,Nationals Park,5/22/2015,5/22/2015,10:05 PM,10:05 PM
5/23/2015,4:05 PM,4:05 PM,Nationals,Nationals Park,5/23/2015,5/23/2015,7:05 PM,7:05 PM
5/24/2015,1:35 PM,1:35 PM,Nationals,Nationals Park,5/24/2015,5/24/2015,4:35 PM,4:35 PM
5/25/2015,1:10 PM,1:10 PM,Mets,Citi Field,5/25/2015,5/25/2015,4:10 PM,4:10 PM
5/26/2015,7:10 PM,7:10 PM,Mets,Citi Field,5/26/2015,5/26/2015,10:10 PM,10:10 PM
5/27/2015,1:10 PM,1:10 PM,Mets,Citi Field,5/27/2015,5/27/2015,4:10 PM,4:10 PM
5/29/2015,7:05 PM,7:05 PM,Rockies,Citizens Bank Park,5/29/2015,5/29/2015,10:05 PM,10:05 PM
5/30/2015,3:05 PM,3:05 PM,Rockies,Citizens Bank Park,5/30/2015,5/30/2015,6:05 PM,6:05 PM
5/31/2015,1:35 PM,1:35 PM,Rockies,Citizens Bank Park,5/31/2015,5/31/2015,4:35 PM,4:35 PM
6/2/2015,7:05 PM,7:05 PM,Reds,Citizens Bank Park,6/2/2015,6/2/2015,10:05 PM,10:05 PM
6/3/2015,7:05 PM,7:05 PM,Reds,Citizens Bank Park,6/3/2015,6/3/2015,10:05 PM,10:05 PM
6/4/2015,7:05 PM,7:05 PM,Reds,Citizens Bank Park,6/4/2015,6/4/2015,10:05 PM,10:05 PM
6/5/2015,7:05 PM,7:05 PM,Giants,Citizens Bank Park,6/5/2015,6/5/2015,10:05 PM,10:05 PM
6/6/2015,3:05 PM,3:05 PM,Giants,Citizens Bank Park,6/6/2015,6/6/2015,6:05 PM,6:05 PM
6/7/2015,1:35 PM,1:35 PM,Giants,Citizens Bank Park,6/7/2015,6/7/2015,4:35 PM,4:35 PM
6/8/2015,7:10 PM,7:10 PM,Reds,Great American Ball Park,6/8/2015,6/8/2015,10:10 PM,10:10 PM
6/9/2015,7:10 PM,7:10 PM,Reds,Great American Ball Park,6/9/2015,6/9/2015,10:10 PM,10:10 PM
6/10/2015,12:35 PM,12:35 PM,Reds,Great American Ball Park,6/10/2015,6/10/2015,3:35 PM,3:35 PM
6/12/2015,7:05 PM,7:05 PM,Pirates,PNC Park,6/12/2015,6/12/2015,10:05 PM,10:05 PM
6/13/2015,4:05 PM,4:05 PM,Pirates,PNC Park,6/13/2015,6/13/2015,7:05 PM,7:05 PM
6/14/2015,1:35 PM,1:35 PM,Pirates,PNC Park,6/14/2015,6/14/2015,4:35 PM,4:35 PM
6/15/2015,7:05 PM,7:05 PM,Orioles,Oriole Park at Camden Yards,6/15/2015,6/15/2015,10:05 PM,10:05 PM
6/16/2015,7:05 PM,7:05 PM,Orioles,Oriole Park at Camden Yards,6/16/2015,6/16/2015,10:05 PM,10:05 PM
6/17/2015,7:05 PM,7:05 PM,Orioles,Citizens Bank Park,6/17/2015,6/17/2015,10:05 PM,10:05 PM
6/18/2015,1:05 PM,1:05 PM,Orioles,Citizens Bank Park,6/18/2015,6/18/2015,4:05 PM,4:05 PM
6/19/2015,7:05 PM,7:05 PM,Cardinals,Citizens Bank Park,6/19/2015,6/19/2015,10:05 PM,10:05 PM
6/20/2015,3:05 PM,3:05 PM,Cardinals,Citizens Bank Park,6/20/2015,6/20/2015,6:05 PM,6:05 PM
6/21/2015,1:35 PM,1:35 PM,Cardinals,Citizens Bank Park,6/21/2015,6/21/2015,4:35 PM,4:35 PM
6/22/2015,7:05 PM,7:05 PM,Yankees,Yankee Stadium,6/22/2015,6/22/2015,10:05 PM,10:05 PM
6/23/2015,7:05 PM,7:05 PM,Yankees,Yankee Stadium,6/23/2015,6/23/2015,10:05 PM,10:05 PM
6/24/2015,1:05 PM,1:05 PM,Yankees,Yankee Stadium,6/24/2015,6/24/2015,4:05 PM,4:05 PM
6/26/2015,7:05 PM,7:05 PM,Nationals,Citizens Bank Park,6/26/2015,6/26/2015,10:05 PM,10:05 PM
6/27/2015,3:05 PM,3:05 PM,Nationals,Citizens Bank Park,6/27/2015,6/27/2015,6:05 PM,6:05 PM
6/28/2015,1:35 PM,1:35 PM,Nationals,Citizens Bank Park,6/28/2015,6/28/2015,4:35 PM,4:35 PM
6/29/2015,7:05 PM,7:05 PM,Brewers,Citizens Bank Park,6/29/2015,6/29/2015,10:05 PM,10:05 PM
6/30/2015,7:05 PM,7:05 PM,Brewers,Citizens Bank Park,6/30/2015,6/30/2015,10:05 PM,10:05 PM
7/1/2015,7:05 PM,7:05 PM,Brewers,Citizens Bank Park,7/1/2015,7/1/2015,10:05 PM,10:05 PM
7/2/2015,6:35 PM,6:35 PM,Brewers,Citizens Bank Park,7/2/2015,7/2/2015,9:35 PM,9:35 PM
7/3/2015,7:35 PM,7:35 PM,Braves,Turner Field,7/3/2015,7/3/2015,10:35 PM,10:35 PM
7/4/2015,7:10 PM,7:10 PM,Braves,Turner Field,7/4/2015,7/4/2015,10:10 PM,10:10 PM
7/5/2015,1:35 PM,1:35 PM,Braves,Turner Field,7/5/2015,7/5/2015,4:35 PM,4:35 PM
7/6/2015,10:10 PM,10:10 PM,Dodgers,Dodger Stadium,7/7/2015,7/7/2015,1:10 AM,1:10 AM
7/7/2015,10:10 PM,10:10 PM,Dodgers,Dodger Stadium,7/8/2015,7/8/2015,1:10 AM,1:10 AM
7/8/2015,10:10 PM,10:10 PM,Dodgers,Dodger Stadium,7/9/2015,7/9/2015,1:10 AM,1:10 AM
7/9/2015,10:10 PM,10:10 PM,Dodgers,Dodger Stadium,7/10/2015,7/10/2015,1:10 AM,1:10 AM
7/10/2015,10:15 PM,10:15 PM,Giants,AT&T Park,7/11/2015,7/11/2015,1:15 AM,1:15 AM
7/11/2015,10:05 PM,10:05 PM,Giants,AT&T Park,7/12/2015,7/12/2015,1:05 AM,1:05 AM
7/12/2015,4:05 PM,4:05 PM,Giants,AT&T Park,7/12/2015,7/12/2015,7:05 PM,7:05 PM
7/14/2015,3:33 AM,3:33 AM,AL All-Stars at NL All-Stars,Great American Ball Park,7/14/2015,7/14/2015,6:33 AM,6:33 AM
7/17/2015,7:05 PM,7:05 PM,Marlins,Citizens Bank Park,7/17/2015,7/17/2015,10:05 PM,10:05 PM
7/18/2015,7:05 PM,7:05 PM,Marlins,Citizens Bank Park,7/18/2015,7/18/2015,10:05 PM,10:05 PM
7/19/2015,1:35 PM,1:35 PM,Marlins,Citizens Bank Park,7/19/2015,7/19/2015,4:35 PM,4:35 PM
7/20/2015,7:05 PM,7:05 PM,Rays,Citizens Bank Park,7/20/2015,7/20/2015,10:05 PM,10:05 PM
7/21/2015,7:05 PM,7:05 PM,Rays,Citizens Bank Park,7/21/2015,7/21/2015,10:05 PM,10:05 PM
7/22/2015,1:05 PM,1:05 PM,Rays,Citizens Bank Park,7/22/2015,7/22/2015,4:05 PM,4:05 PM
7/24/2015,4:05 PM,4:05 PM,Cubs,Wrigley Field,7/24/2015,7/24/2015,7:05 PM,7:05 PM
7/25/2015,4:05 PM,4:05 PM,Cubs,Wrigley Field,7/25/2015,7/25/2015,7:05 PM,7:05 PM
7/26/2015,2:20 PM,2:20 PM,Cubs,Wrigley Field,7/26/2015,7/26/2015,5:20 PM,5:20 PM
7/28/2015,7:07 PM,7:07 PM,Blue Jays,Rogers Centre,7/28/2015,7/28/2015,10:07 PM,10:07 PM
7/29/2015,7:07 PM,7:07 PM,Blue Jays,Rogers Centre,7/29/2015,7/29/2015,10:07 PM,10:07 PM
7/30/2015,7:05 PM,7:05 PM,Braves,Citizens Bank Park,7/30/2015,7/30/2015,10:05 PM,10:05 PM
7/31/2015,7:05 PM,7:05 PM,Braves,Citizens Bank Park,7/31/2015,7/31/2015,10:05 PM,10:05 PM
8/1/2015,7:05 PM,7:05 PM,Braves,Citizens Bank Park,8/1/2015,8/1/2015,10:05 PM,10:05 PM
8/2/2015,1:35 PM,1:35 PM,Braves,Citizens Bank Park,8/2/2015,8/2/2015,4:35 PM,4:35 PM
8/4/2015,7:05 PM,7:05 PM,Dodgers,Citizens Bank Park,8/4/2015,8/4/2015,10:05 PM,10:05 PM
8/5/2015,7:05 PM,7:05 PM,Dodgers,Citizens Bank Park,8/5/2015,8/5/2015,10:05 PM,10:05 PM
8/6/2015,1:05 PM,1:05 PM,Dodgers,Citizens Bank Park,8/6/2015,8/6/2015,4:05 PM,4:05 PM
8/7/2015,3:33 AM,3:33 AM,Padres,Petco Park,8/7/2015,8/7/2015,6:33 AM,6:33 AM
8/8/2015,3:33 AM,3:33 AM,Padres,Petco Park,8/8/2015,8/8/2015,6:33 AM,6:33 AM
8/9/2015,3:33 AM,3:33 AM,Padres,Petco Park,8/9/2015,8/9/2015,6:33 AM,6:33 AM
8/10/2015,9:40 PM,9:40 PM,D-backs,Chase Field,8/11/2015,8/11/2015,12:40 AM,12:40 AM
8/11/2015,9:40 PM,9:40 PM,D-backs,Chase Field,8/12/2015,8/12/2015,12:40 AM,12:40 AM
8/12/2015,3:40 PM,3:40 PM,D-backs,Chase Field,8/12/2015,8/12/2015,6:40 PM,6:40 PM
8/14/2015,8:10 PM,8:10 PM,Brewers,Miller Park,8/14/2015,8/14/2015,11:10 PM,11:10 PM
8/15/2015,7:10 PM,7:10 PM,Brewers,Miller Park,8/15/2015,8/15/2015,10:10 PM,10:10 PM
8/16/2015,2:10 PM,2:10 PM,Brewers,Miller Park,8/16/2015,8/16/2015,5:10 PM,5:10 PM
8/18/2015,7:05 PM,7:05 PM,Blue Jays,Citizens Bank Park,8/18/2015,8/18/2015,10:05 PM,10:05 PM
8/19/2015,7:05 PM,7:05 PM,Blue Jays,Citizens Bank Park,8/19/2015,8/19/2015,10:05 PM,10:05 PM
8/20/2015,7:10 PM,7:10 PM,Marlins,Marlins Park,8/20/2015,8/20/2015,10:10 PM,10:10 PM
8/21/2015,7:10 PM,7:10 PM,Marlins,Marlins Park,8/21/2015,8/21/2015,10:10 PM,10:10 PM
8/22/2015,7:10 PM,7:10 PM,Marlins,Marlins Park,8/22/2015,8/22/2015,10:10 PM,10:10 PM
8/23/2015,1:10 PM,1:10 PM,Marlins,Marlins Park,8/23/2015,8/23/2015,4:10 PM,4:10 PM
8/24/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,8/24/2015,8/24/2015,10:05 PM,10:05 PM
8/25/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,8/25/2015,8/25/2015,10:05 PM,10:05 PM
8/26/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,8/26/2015,8/26/2015,10:05 PM,10:05 PM
8/27/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,8/27/2015,8/27/2015,10:05 PM,10:05 PM
8/28/2015,7:05 PM,7:05 PM,Padres,Citizens Bank Park,8/28/2015,8/28/2015,10:05 PM,10:05 PM
8/29/2015,7:05 PM,7:05 PM,Padres,Citizens Bank Park,8/29/2015,8/29/2015,10:05 PM,10:05 PM
8/30/2015,1:35 PM,1:35 PM,Padres,Citizens Bank Park,8/30/2015,8/30/2015,4:35 PM,4:35 PM
8/31/2015,7:10 PM,7:10 PM,Mets,Citi Field,8/31/2015,8/31/2015,10:10 PM,10:10 PM
9/1/2015,7:10 PM,7:10 PM,Mets,Citi Field,9/1/2015,9/1/2015,10:10 PM,10:10 PM
9/2/2015,7:10 PM,7:10 PM,Mets,Citi Field,9/2/2015,9/2/2015,10:10 PM,10:10 PM
9/4/2015,7:10 PM,7:10 PM,Red Sox,Fenway Park,9/4/2015,9/4/2015,10:10 PM,10:10 PM
9/5/2015,3:33 AM,3:33 AM,Red Sox,Fenway Park,9/5/2015,9/5/2015,6:33 AM,6:33 AM
9/6/2015,3:33 AM,3:33 AM,Red Sox,Fenway Park,9/6/2015,9/6/2015,6:33 AM,6:33 AM
9/7/2015,7:05 PM,7:05 PM,Braves,Citizens Bank Park,9/7/2015,9/7/2015,10:05 PM,10:05 PM
9/8/2015,7:05 PM,7:05 PM,Braves,Citizens Bank Park,9/8/2015,9/8/2015,10:05 PM,10:05 PM
9/9/2015,7:05 PM,7:05 PM,Braves,Citizens Bank Park,9/9/2015,9/9/2015,10:05 PM,10:05 PM
9/10/2015,7:05 PM,7:05 PM,Cubs,Citizens Bank Park,9/10/2015,9/10/2015,10:05 PM,10:05 PM
9/11/2015,7:05 PM,7:05 PM,Cubs,Citizens Bank Park,9/11/2015,9/11/2015,10:05 PM,10:05 PM
9/12/2015,7:05 PM,7:05 PM,Cubs,Citizens Bank Park,9/12/2015,9/12/2015,10:05 PM,10:05 PM
9/13/2015,1:35 PM,1:35 PM,Cubs,Citizens Bank Park,9/13/2015,9/13/2015,4:35 PM,4:35 PM
9/14/2015,7:05 PM,7:05 PM,Nationals,Citizens Bank Park,9/14/2015,9/14/2015,10:05 PM,10:05 PM
9/15/2015,7:05 PM,7:05 PM,Nationals,Citizens Bank Park,9/15/2015,9/15/2015,10:05 PM,10:05 PM
9/16/2015,7:05 PM,7:05 PM,Nationals,Citizens Bank Park,9/16/2015,9/16/2015,10:05 PM,10:05 PM
9/18/2015,7:35 PM,7:35 PM,Braves,Turner Field,9/18/2015,9/18/2015,10:35 PM,10:35 PM
9/19/2015,7:10 PM,7:10 PM,Braves,Turner Field,9/19/2015,9/19/2015,10:10 PM,10:10 PM
9/20/2015,1:35 PM,1:35 PM,Braves,Turner Field,9/20/2015,9/20/2015,4:35 PM,4:35 PM
9/22/2015,7:10 PM,7:10 PM,Marlins,Marlins Park,9/22/2015,9/22/2015,10:10 PM,10:10 PM
9/23/2015,7:10 PM,7:10 PM,Marlins,Marlins Park,9/23/2015,9/23/2015,10:10 PM,10:10 PM
9/24/2015,7:10 PM,7:10 PM,Marlins,Marlins Park,9/24/2015,9/24/2015,10:10 PM,10:10 PM
9/25/2015,7:05 PM,7:05 PM,Nationals,Nationals Park,9/25/2015,9/25/2015,10:05 PM,10:05 PM
9/26/2015,4:05 PM,4:05 PM,Nationals,Nationals Park,9/26/2015,9/26/2015,7:05 PM,7:05 PM
9/27/2015,1:35 PM,1:35 PM,Nationals,Nationals Park,9/27/2015,9/27/2015,4:35 PM,4:35 PM
9/29/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,9/29/2015,9/29/2015,10:05 PM,10:05 PM
9/30/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,9/30/2015,9/30/2015,10:05 PM,10:05 PM
10/1/2015,7:05 PM,7:05 PM,Mets,Citizens Bank Park,10/1/2015,10/1/2015,10:05 PM,10:05 PM
10/2/2015,7:05 PM,7:05 PM,Marlins,Citizens Bank Park,10/2/2015,10/2/2015,10:05 PM,10:05 PM
10/3/2015,7:05 PM,7:05 PM,Marlins,Citizens Bank Park,10/3/2015,10/3/2015,10:05 PM,10:05 PM
10/4/2015,1:35 PM,1:35 PM,Marlins,Citizens Bank Park,10/4/2015,10/4/2015,4:35 PM,4:35 PM
